NO2(t-4),NO2(t-3),NO2(t-2),NO2(t-1),NO2(t)
0.23820266853208497,0.1928396571780693,0.19685368861962058,0.149559558188078,0.15424679438234115
0.1928396571780693,0.19685368861962058,0.149559558188078,0.15424679438234115,0.18562532236984688
0.19685368861962058,0.149559558188078,0.15424679438234115,0.18562532236984688,0.15201043946874668
0.149559558188078,0.15424679438234115,0.18562532236984688,0.15201043946874668,0.14914328724274242
0.15424679438234115,0.18562532236984688,0.15201043946874668,0.14914328724274242,0.1599070041637173
0.18562532236984688,0.15201043946874668,0.14914328724274242,0.1599070041637173,0.24229229119779747
0.15201043946874668,0.14914328724274242,0.1599070041637173,0.24229229119779747,0.21410537740392308
0.14914328724274242,0.1599070041637173,0.24229229119779747,0.21410537740392308,0.1667799873287729
0.1599070041637173,0.24229229119779747,0.21410537740392308,0.1667799873287729,0.12725153424224425
0.24229229119779747,0.21410537740392308,0.1667799873287729,0.12725153424224425,0.08375335075280918
0.21410537740392308,0.1667799873287729,0.12725153424224425,0.08375335075280918,0.09153158082232013
0.1667799873287729,0.12725153424224425,0.08375335075280918,0.09153158082232013,0.17510366534668606
0.12725153424224425,0.08375335075280918,0.09153158082232013,0.17510366534668606,0.2863755660331948
0.08375335075280918,0.09153158082232013,0.17510366534668606,0.2863755660331948,0.18576888461193572
0.09153158082232013,0.17510366534668606,0.2863755660331948,0.18576888461193572,0.20442719627476671
0.17510366534668606,0.2863755660331948,0.18576888461193572,0.20442719627476671,0.20659718362064308
0.2863755660331948,0.18576888461193572,0.20442719627476671,0.20659718362064308,0.24104856358959784
0.18576888461193572,0.20442719627476671,0.20659718362064308,0.24104856358959784,0.2335703161478492
0.20442719627476671,0.20659718362064308,0.24104856358959784,0.2335703161478492,0.2388242116461429
0.20659718362064308,0.24104856358959784,0.2335703161478492,0.2388242116461429,0.2504754611644969
0.24104856358959784,0.2335703161478492,0.2388242116461429,0.2504754611644969,0.25987251929454536
0.2335703161478492,0.2388242116461429,0.2504754611644969,0.25987251929454536,0.437021454102719
0.2388242116461429,0.2504754611644969,0.25987251929454536,0.437021454102719,0.356098987059271
0.2504754611644969,0.25987251929454536,0.437021454102719,0.356098987059271,0.32486034101384953
0.25987251929454536,0.437021454102719,0.356098987059271,0.32486034101384953,0.279708481145991
0.437021454102719,0.356098987059271,0.32486034101384953,0.279708481145991,0.26373093971100514
0.356098987059271,0.32486034101384953,0.279708481145991,0.26373093971100514,0.24188939760849523
0.32486034101384953,0.279708481145991,0.26373093971100514,0.24188939760849523,0.24788005557161377
0.279708481145991,0.26373093971100514,0.24188939760849523,0.24788005557161377,0.25217171296372076
0.26373093971100514,0.24188939760849523,0.24788005557161377,0.25217171296372076,0.2267824685534399
0.24188939760849523,0.24788005557161377,0.25217171296372076,0.2267824685534399,0.20139322414315894
0.24788005557161377,0.25217171296372076,0.2267824685534399,0.20139322414315894,0.17600402554574116
0.25217171296372076,0.2267824685534399,0.20139322414315894,0.17600402554574116,0.2895078525690754
0.2267824685534399,0.20139322414315894,0.17600402554574116,0.2895078525690754,0.4365997161557168
0.20139322414315894,0.17600402554574116,0.2895078525690754,0.4365997161557168,0.46252115332600163
0.17600402554574116,0.2895078525690754,0.4365997161557168,0.46252115332600163,0.48634923279946884
0.2895078525690754,0.4365997161557168,0.46252115332600163,0.48634923279946884,0.38701078886818285
0.4365997161557168,0.46252115332600163,0.48634923279946884,0.38701078886818285,0.37000986442568873
0.46252115332600163,0.48634923279946884,0.38701078886818285,0.37000986442568873,0.3530089399831946
0.48634923279946884,0.38701078886818285,0.37000986442568873,0.3530089399831946,0.3479293318871943
0.38701078886818285,0.37000986442568873,0.3530089399831946,0.3479293318871943,0.4409951549537632
0.37000986442568873,0.3530089399831946,0.3479293318871943,0.4409951549537632,0.610859646002174
0.3530089399831946,0.3479293318871943,0.4409951549537632,0.610859646002174,0.49622211859691934
0.3479293318871943,0.4409951549537632,0.610859646002174,0.49622211859691934,0.40192024921220204
0.4409951549537632,0.610859646002174,0.49622211859691934,0.40192024921220204,0.6007232904288744
0.610859646002174,0.49622211859691934,0.40192024921220204,0.6007232904288744,0.2265096071406494
0.49622211859691934,0.40192024921220204,0.6007232904288744,0.2265096071406494,0.2107835172404188
0.40192024921220204,0.6007232904288744,0.2265096071406494,0.2107835172404188,0.13415348640775107
0.6007232904288744,0.2265096071406494,0.2107835172404188,0.13415348640775107,0.15703389626550643
0.2265096071406494,0.2107835172404188,0.13415348640775107,0.15703389626550643,0.17925728858218834
0.2107835172404188,0.13415348640775107,0.15703389626550643,0.17925728858218834,0.21076143544039108
0.13415348640775107,0.15703389626550643,0.17925728858218834,0.21076143544039108,0.24226562811145688
0.15703389626550643,0.17925728858218834,0.21076143544039108,0.24226562811145688,0.2737697596987052
0.17925728858218834,0.21076143544039108,0.24226562811145688,0.2737697596987052,0.27267579434007116
0.21076143544039108,0.24226562811145688,0.2737697596987052,0.27267579434007116,0.2562496075364725
0.24226562811145688,0.2737697596987052,0.27267579434007116,0.2562496075364725,0.2398234970876457
0.2737697596987052,0.27267579434007116,0.2562496075364725,0.2398234970876457,0.23841611066139842
0.27267579434007116,0.2562496075364725,0.2398234970876457,0.23841611066139842,0.2337687163871023
0.2562496075364725,0.2398234970876457,0.23841611066139842,0.2337687163871023,0.22893023666069914
0.2398234970876457,0.23841611066139842,0.2337687163871023,0.22893023666069914,0.2314762101742672
0.23841611066139842,0.2337687163871023,0.22893023666069914,0.2314762101742672,0.23748513219881948
0.2337687163871023,0.22893023666069914,0.2314762101742672,0.23748513219881948,0.20435647648505142
0.22893023666069914,0.2314762101742672,0.23748513219881948,0.20435647648505142,0.3656016896516927
0.2314762101742672,0.23748513219881948,0.20435647648505142,0.3656016896516927,0.5505406437061555
0.23748513219881948,0.20435647648505142,0.3656016896516927,0.5505406437061555,0.5194592579488982
0.20435647648505142,0.3656016896516927,0.5505406437061555,0.5194592579488982,0.4602874402875142
0.3656016896516927,0.5505406437061555,0.5194592579488982,0.4602874402875142,0.3949309930005275
0.5505406437061555,0.5194592579488982,0.4602874402875142,0.3949309930005275,0.32957449990067766
0.5194592579488982,0.4602874402875142,0.3949309930005275,0.32957449990067766,0.4019519822553953
0.4602874402875142,0.3949309930005275,0.32957449990067766,0.4019519822553953,0.4643016397095635
0.3949309930005275,0.32957449990067766,0.4019519822553953,0.4643016397095635,0.6527132087891305
0.32957449990067766,0.4019519822553953,0.4643016397095635,0.6527132087891305,0.5576281685092397
0.4019519822553953,0.4643016397095635,0.6527132087891305,0.5576281685092397,0.4625430366036224
0.4643016397095635,0.6527132087891305,0.5576281685092397,0.4625430366036224,0.5033838296963621
0.6527132087891305,0.5576281685092397,0.4625430366036224,0.5033838296963621,0.8854340322869512
0.5576281685092397,0.4625430366036224,0.5033838296963621,0.8854340322869512,0.6392263447419172
0.4625430366036224,0.5033838296963621,0.8854340322869512,0.6392263447419172,0.6831062257359806
0.5033838296963621,0.8854340322869512,0.6392263447419172,0.6831062257359806,0.3548854043150098
0.8854340322869512,0.6392263447419172,0.6831062257359806,0.3548854043150098,0.34180697721353703
0.6392263447419172,0.6831062257359806,0.3548854043150098,0.34180697721353703,0.2999003478601239
0.6831062257359806,0.3548854043150098,0.34180697721353703,0.2999003478601239,0.26860555051546187
0.3548854043150098,0.34180697721353703,0.2999003478601239,0.26860555051546187,0.2854427855979995
0.34180697721353703,0.2999003478601239,0.26860555051546187,0.2854427855979995,0.3150591523471945
0.2999003478601239,0.26860555051546187,0.2854427855979995,0.3150591523471945,0.3378566103807794
0.26860555051546187,0.2854427855979995,0.3150591523471945,0.3378566103807794,0.30721899855768886
0.2854427855979995,0.3150591523471945,0.3378566103807794,0.30721899855768886,0.27658147836032465
0.3150591523471945,0.3378566103807794,0.30721899855768886,0.27658147836032465,0.2349502453981284
0.3378566103807794,0.30721899855768886,0.27658147836032465,0.2349502453981284,0.19877920325689138
0.30721899855768886,0.27658147836032465,0.2349502453981284,0.19877920325689138,0.22735893944565697
0.27658147836032465,0.2349502453981284,0.19877920325689138,0.22735893944565697,0.25593867563442263
0.2349502453981284,0.19877920325689138,0.22735893944565697,0.25593867563442263,0.2526009336783672
0.19877920325689138,0.22735893944565697,0.25593867563442263,0.2526009336783672,0.24926322226422068
0.22735893944565697,0.25593867563442263,0.2526009336783672,0.24926322226422068,0.30882838916842204
0.25593867563442263,0.2526009336783672,0.24926322226422068,0.30882838916842204,0.3185401969391143
0.2526009336783672,0.24926322226422068,0.30882838916842204,0.3185401969391143,0.3282520963355329
0.24926322226422068,0.30882838916842204,0.3185401969391143,0.3282520963355329,0.3379639193771796
0.30882838916842204,0.3185401969391143,0.3282520963355329,0.3379639193771796,0.35587432077849124
0.3185401969391143,0.3282520963355329,0.3379639193771796,0.35587432077849124,0.2864698489055123
0.3282520963355329,0.3379639193771796,0.35587432077849124,0.2864698489055123,0.30185968766133753
0.3379639193771796,0.35587432077849124,0.2864698489055123,0.30185968766133753,0.43489497370585994
0.35587432077849124,0.2864698489055123,0.30185968766133753,0.43489497370585994,0.30136657327358185
0.2864698489055123,0.30185968766133753,0.43489497370585994,0.30136657327358185,0.3746362458667635
0.30185968766133753,0.43489497370585994,0.30136657327358185,0.3746362458667635,0.3711112820100583
0.43489497370585994,0.30136657327358185,0.3746362458667635,0.3711112820100583,0.36758634869526186
0.30136657327358185,0.3746362458667635,0.3711112820100583,0.36758634869526186,0.33740176500469
0.3746362458667635,0.3711112820100583,0.36758634869526186,0.33740176500469,0.30721716604316374
0.3711112820100583,0.36758634869526186,0.33740176500469,0.30721716604316374,0.27631953567991296
0.36758634869526186,0.33740176500469,0.30721716604316374,0.27631953567991296,0.24542182896189027
0.33740176500469,0.30721716604316374,0.27631953567991296,0.24542182896189027,0.2145241985986395
0.30721716604316374,0.27631953567991296,0.24542182896189027,0.2145241985986395,0.25693174579749445
0.27631953567991296,0.24542182896189027,0.2145241985986395,0.25693174579749445,0.2710053199118341
0.24542182896189027,0.2145241985986395,0.25693174579749445,0.2710053199118341,0.28125188596286543
0.2145241985986395,0.25693174579749445,0.2710053199118341,0.28125188596286543,0.29149837565912484
0.25693174579749445,0.2710053199118341,0.28125188596286543,0.29149837565912484,0.2492207079272379
0.2710053199118341,0.28125188596286543,0.29149837565912484,0.2492207079272379,0.28093721267699345
0.28125188596286543,0.29149837565912484,0.2492207079272379,0.28093721267699345,0.2927348190220871
0.29149837565912484,0.2492207079272379,0.28093721267699345,0.2927348190220871,0.29259890752814066
0.2492207079272379,0.28093721267699345,0.2927348190220871,0.29259890752814066,0.2924630113051486
0.28093721267699345,0.2927348190220871,0.29259890752814066,0.2924630113051486,0.27580275131287446
0.2927348190220871,0.29259890752814066,0.2924630113051486,0.27580275131287446,0.2886888102020726
0.29259890752814066,0.2924630113051486,0.27580275131287446,0.2886888102020726,0.31768148063264257
0.2924630113051486,0.27580275131287446,0.2886888102020726,0.31768148063264257,0.346674120521304
0.27580275131287446,0.2886888102020726,0.31768148063264257,0.346674120521304,0.36840019893777676
0.2886888102020726,0.31768148063264257,0.346674120521304,0.36840019893777676,0.37814059393506105
0.31768148063264257,0.346674120521304,0.36840019893777676,0.37814059393506105,0.3788824874405563
0.346674120521304,0.36840019893777676,0.37814059393506105,0.3788824874405563,0.3496388388748165
0.36840019893777676,0.37814059393506105,0.3788824874405563,0.3496388388748165,0.3203952972057573
0.37814059393506105,0.3788824874405563,0.3496388388748165,0.3203952972057573,0.2727385732335109
0.3788824874405563,0.3496388388748165,0.3203952972057573,0.2727385732335109,0.26915072358668535
0.3496388388748165,0.3203952972057573,0.2727385732335109,0.26915072358668535,0.26556291975272295
0.3203952972057573,0.2727385732335109,0.26915072358668535,0.26556291975272295,0.26197508537685166
0.2727385732335109,0.26915072358668535,0.26556291975272295,0.26197508537685166,0.3593663146446987
0.26915072358668535,0.26556291975272295,0.26197508537685166,0.3593663146446987,0.29477617911925436
0.26556291975272295,0.26197508537685166,0.3593663146446987,0.29477617911925436,0.2301861046776277
0.26197508537685166,0.3593663146446987,0.29477617911925436,0.2301861046776277,0.2909952740672074
0.3593663146446987,0.29477617911925436,0.2301861046776277,0.2909952740672074,0.28808539371085895
0.29477617911925436,0.2301861046776277,0.2909952740672074,0.28808539371085895,0.23210209023936793
0.2301861046776277,0.2909952740672074,0.28808539371085895,0.23210209023936793,0.1652167760840728
0.2909952740672074,0.28808539371085895,0.23210209023936793,0.1652167760840728,0.18376686249324106
0.28808539371085895,0.23210209023936793,0.1652167760840728,0.18376686249324106,0.4987890591308457
0.23210209023936793,0.1652167760840728,0.18376686249324106,0.4987890591308457,0.2948158225168145
0.1652167760840728,0.18376686249324106,0.4987890591308457,0.2948158225168145,0.3230029653750045
0.18376686249324106,0.4987890591308457,0.2948158225168145,0.3230029653750045,0.35119023040082953
0.4987890591308457,0.2948158225168145,0.3230029653750045,0.35119023040082953,0.37937737325901966
0.2948158225168145,0.3230029653750045,0.35119023040082953,0.37937737325901966,0.4117770394237401
0.3230029653750045,0.35119023040082953,0.37937737325901966,0.4117770394237401,0.34628984222538606
0.35119023040082953,0.37937737325901966,0.4117770394237401,0.34628984222538606,0.2635180931489123
0.37937737325901966,0.4117770394237401,0.34628984222538606,0.2635180931489123,0.25220651546874373
0.4117770394237401,0.34628984222538606,0.2635180931489123,0.25220651546874373,0.2410018039272985
0.34628984222538606,0.2635180931489123,0.25220651546874373,0.2410018039272985,0.25676581160724476
0.2635180931489123,0.25220651546874373,0.2410018039272985,0.25676581160724476,0.2202052379617845
0.25220651546874373,0.2410018039272985,0.25676581160724476,0.2202052379617845,0.20389897396290055
0.2410018039272985,0.25676581160724476,0.2202052379617845,0.20389897396290055,0.1875927099640167
0.25676581160724476,0.2202052379617845,0.20389897396290055,0.1875927099640167,0.17128647650704157
0.2202052379617845,0.20389897396290055,0.1875927099640167,0.17128647650704157,0.17925070680085234
0.20389897396290055,0.1875927099640167,0.17128647650704157,0.17925070680085234,0.187214937094663
0.1875927099640167,0.17128647650704157,0.17925070680085234,0.187214937094663,0.1894307678455762
0.17128647650704157,0.17925070680085234,0.187214937094663,0.1894307678455762,0.19164658332553494
0.17925070680085234,0.187214937094663,0.1894307678455762,0.19164658332553494,0.19386241407644808
0.187214937094663,0.1894307678455762,0.19164658332553494,0.19386241407644808,0.1960782142854525
0.1894307678455762,0.19164658332553494,0.19386241407644808,0.1960782142854525,0.19829401449445686
0.19164658332553494,0.19386241407644808,0.1960782142854525,0.19829401449445686,0.20050984524537
0.19386241407644808,0.1960782142854525,0.19829401449445686,0.20050984524537,0.20272567599628313
0.1960782142854525,0.19829401449445686,0.20050984524537,0.20272567599628313,0.2007258376240643
0.19829401449445686,0.20050984524537,0.20272567599628313,0.2007258376240643,0.2084985396080911
0.20050984524537,0.20272567599628313,0.2007258376240643,0.2084985396080911,0.21627125686307228
0.20272567599628313,0.2007258376240643,0.2084985396080911,0.21627125686307228,0.19707230760246744
0.2007258376240643,0.2084985396080911,0.21627125686307228,0.19707230760246744,0.24687012627491087
0.2084985396080911,0.21627125686307228,0.19707230760246744,0.24687012627491087,0.16862076344021124
0.21627125686307228,0.19707230760246744,0.24687012627491087,0.16862076344021124,0.2962731907767344
0.19707230760246744,0.24687012627491087,0.16862076344021124,0.2962731907767344,0.27412190790661606
0.24687012627491087,0.16862076344021124,0.2962731907767344,0.27412190790661606,0.2519706250364976
